NPC,ID Dec,ID Hex,,,,,,,,Model Size?,,,Base Level,Base HP,Base STR,Base INT,Base VIT,XP,Base Atk,Base MAtk,Diz,Base Def,Base MDef,STR Level,INT Level,VIT Level,Atk Level,MAtk Level,Def Level,MDef Level,,Diz Res%,Knock Atk%?,Stun Attack?,Knock Res%,,Crit Atk%,Crit Res%,,Flying?,,Fire Res%,Water Res%,Earth Res%,Wind Res%,Light Res%,Dark Res%,Phys Res%,Love Res%,Psn Res%,Seal Res%,Par Res%,Slp Res%,Ftg Res%,Sick Res%,Fnt Res%,Drain Res%,,Friendliness,,Drop 1,Drop 2,Drop 3,Drop 4,Scarcity 1,Scarcity 2,Scarcity 3,Scarcity 4,,,,,,,,,,,EVs (VIT INT STR HP),Produce,,Produce Chance,Upgradable
Tomato Ghost,129,0081,100.00%,10,79.98%,100.00%,100.00%,100.00%,100.00%,170,00 7D 00 00,5,31,900,128,158,55,362,190,150,10,96,130,218,225,196,100,105,100,100,98,4.98%,100.00%,0.00%,0.00%,100.00%,0.98%,4.98%,00 23 40 00,1,0,50.00%,-100.00%,0.00%,0.00%,0.00%,9.99%,0.00%,-25.00%,14.99%,14.99%,14.99%,14.99%,14.99%,14.99%,100.00%,50.00%,0,18,1,Tomato Seeds,Tomato,Ghost Hood,Titan Tomato,15,60,98,1,00 00 00 51,128,600,00 00 DC 64,01 00 00 00,06 11 06 21,00 00 00 00,00 00 02 62,00 00 00 00,00 AF 01 E6,00 01 00 00,,0,,No
Pepper Ghost,130,0082,100.00%,10,79.98%,100.00%,100.00%,100.00%,100.00%,170,00 7E 00 00,5,84,3500,282,312,300,3100,418,438,10,260,430,221,257,170,100,105,80,120,98,4.98%,100.00%,0.00%,0.00%,100.00%,0.98%,4.98%,00 23 40 00,1,0,0.00%,0.00%,-100.00%,50.00%,0.00%,9.99%,0.00%,-25.00%,14.99%,14.99%,14.99%,14.99%,14.99%,14.99%,100.00%,50.00%,0,16,1,Green Pepper Seeds,Green Pepper,Green Pepper Rex,Ghost Hood,100,120,4,40,00 00 00 52,128,600,00 00 DC 64,01 00 00 00,06 11 06 22,00 00 00 00,00 00 02 62,00 00 00 00,01 A4 01 5B,00 01 00 00,,0,,No
Turnip Ghost,131,0083,100.00%,10,79.98%,100.00%,100.00%,100.00%,100.00%,170,00 7F 00 00,5,211,9600,800,900,700,15000,2100,2000,10,650,1200,213,233,200,100,110,80,120,105,50.00%,100.00%,0.00%,0.00%,0.00%,0.98%,4.98%,00 23 40 00,1,0,-100.00%,50.00%,0.00%,0.00%,0.00%,9.99%,0.00%,-25.00%,14.99%,14.99%,14.99%,14.99%,14.99%,14.99%,100.00%,50.00%,0,14,1,Turnip Seeds,Turnip,Turnip's Miracle,Gold Turnip Seeds,400,200,15,2,00 00 00 53,128,600,00 00 DC 64,01 00 00 00,06 11 06 23,00 00 00 00,00 00 02 62,00 00 00 00,01 FF 02 D6,00 01 00 00,,0,,No
Rider Orc,132,0084,100.00%,10,89.99%,100.00%,100.00%,100.00%,100.00%,150,00 80 00 00,1,19,560,81,78,48,170,80,25,10,80,30,200,180,190,100,100,100,100,100,0.00%,100.00%,0.00%,0.00%,100.00%,0.98%,4.98%,00 23 40 00,0,0,0.00%,0.00%,9.99%,-100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,Cheap Cloth,Blade Shard,Glue,Cheap Bracelet,140,140,80,80,00 00 00 01,48,650,00 00 BF F4,02 02 02 01,02 F5 02 F4,00 00 00 00,00 00 01 96,00 00 00 00,00 9D 01 C6,00 00 00 01,,0,,No
Cloudy,133,0085,199.00%,23,100.00%,100.00%,100.00%,100.00%,200.00%,200,00 81 00 00,0,16,300,62,27,32,82,12,5,10,8,5,307,133,158,100,100,100,100,150,50.00%,100.00%,0.00%,0.00%,50.00%,0.98%,4.98%,00 23 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,Wooly Furball,Wooly Furball,,,140,40,,,00 01 00 54,110,260,00 00 7F F8,00 00 00 00,06 26 06 25,00 00 00 00,00 00 02 2E,02 02 01 01,03 E7 00 A1,00 00 00 01,Fur (S),0,100.00%,Yes
Nappie,134,0086,84.99%,10,79.98%,79.98%,100.00%,79.98%,84.99%,160,00 82 00 00,5,116,3820,372,354,528,5200,890,450,10,772,200,200,150,317,100,140,180,20,60,29.98%,100.00%,0.00%,9.99%,0.00%,1.98%,9.99%,00 23 40 00,0,0,0.00%,-50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,25,1,Pineapple,Pineapple,Pineapple Seeds,King Pineapple,30,30,90,1,00 01 00 55,115,260,00 00 7F F8,01 00 00 00,05 8C 05 9F,00 00 00 00,00 00 02 45,01 01 01 01,01 C0 01 44,00 00 00 03,,0,,No
Mino,135,0087,84.99%,10,79.98%,79.98%,100.00%,79.98%,84.99%,160,00 83 00 00,5,25,380,87,85,104,230,156,300,10,126,15,180,200,255,100,125,150,25,60,29.98%,100.00%,0.00%,9.99%,100.00%,2.98%,4.98%,00 23 40 00,0,0,0.00%,0.00%,-50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,25,1,Grapes,Grapes,Grape Juice,Grape Tree Seed,140,40,5,1,00 01 00 56,115,260,00 00 7F F8,01 00 00 00,05 8C 05 A0,00 00 00 00,00 00 02 45,01 01 01 01,00 AF 00 CF,00 00 00 01,,0,,No
Snowy,136,0088,84.99%,10,79.98%,79.98%,100.00%,79.98%,84.99%,160,00 84 00 00,5,75,2320,298,283,200,280,300,40,10,385,322,211,230,192,100,100,100,100,60,29.98%,100.00%,0.00%,9.99%,100.00%,3.98%,4.98%,00 23 40 00,0,0,-50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,25,1,Orange,Orange,Orange Juice,Orange Tree Seed,200,40,5,1,00 01 00 57,115,260,00 00 7F F8,01 00 00 00,05 8C 05 A1,00 00 00 00,00 00 02 45,01 01 01 01,00 AF 00 EA,00 00 00 01,,0,,No
Master Troll,137,0089,229.98%,40,75.00%,79.98%,100.00%,100.00%,400.00%,205,00 85 00 00,15,241,27500,1224,296,1087,19888,3200,700,50,980,880,216,150,172,110,90,100,100,130,89.99%,150.00%,0.00%,29.98%,0.00%,9.99%,79.98%,00 78 2A AA,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39.99%,39.99%,39.99%,39.99%,39.99%,39.99%,95.00%,0.00%,0,0,2,Big Giant's Nail,Giant's Gloves,Hammer Piece,Formuade,140,80,60,8,00 01 00 10,63,230,00 00 78 DC,00 00 00 00,03 8C 03 8B,00 00 00 00,00 00 01 CB,02 02 01 01,01 FF 02 D6,00 00 03 00,,0,,No
Big Duck,138,008A,250.00%,28,79.98%,89.99%,100.00%,100.00%,279.98%,150,00 86 00 00,15,224,25000,920,600,900,13500,2340,1200,25,400,400,214,180,232,108,100,100,100,130,70.00%,100.00%,0.00%,0.00%,0.00%,2.98%,59.99%,00 46 40 00,0,0,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,59.99%,59.99%,59.99%,59.99%,59.99%,59.99%,95.00%,0.00%,0,0,2,Yellow Down,Yellow Down,Yellow Feather,Formuade,140,100,160,8,00 01 00 4C,124,160,00 00 78 DC,00 00 00 00,05 E9 05 E8,00 00 00 00,00 00 02 56,01 01 01 01,01 FF 02 D6,00 00 00 03,,50,,No
King Wooly,139,008B,199.00%,25,79.98%,87.99%,100.00%,100.00%,220.00%,160,00 87 00 00,15,34,999,150,100,120,30,208,152,50,160,111,264,200,250,105,100,105,100,150,79.98%,100.00%,0.00%,0.00%,0.00%,4.98%,89.99%,00 4B 2A AA,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,59.99%,59.99%,59.99%,59.99%,59.99%,59.99%,95.00%,0.00%,0,0,2,Wooly Furball,Fur (S),Fur (M),,8,90,60,,00 01 00 3F,110,260,00 00 7F F8,00 00 00 00,05 3F 05 4F,00 00 00 00,00 00 02 2E,02 02 01 01,00 AF 00 CF,00 00 00 03,,0,,No
Death Fungus,140,008C,179.98%,40,89.99%,95.00%,100.00%,100.00%,239.99%,240,00 88 00 00,1,75,8100,408,256,164,500,352,250,40,80,150,254,252,218,105,105,100,100,130,95.00%,100.00%,0.00%,9.99%,0.00%,3.98%,79.98%,00 32 40 00,0,0,0.00%,0.00%,25.00%,-100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0.00%,0,0,1,Holy Spore,Spore,Poison Powder,Monarch Mushroom,280,150,100,7,00 01 00 2C,91,0,00 00 00 00,00 00 00 00,04 88 04 87,00 00 00 00,00 00 01 F7,02 01 01 01,03 E7 00 A1,00 00 00 03,Spore,200,100.00%,No
Treasure Chest,141,008D,100.00%,10,89.99%,89.99%,100.00%,89.99%,100.00%,120,00 89 00 00,0,0,2,0,0,1,0,0,0,10,0,0,0,0,600,100,100,100,100,100,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,00 00 00 00,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,3,,,,,,,,,00 00 00 39,104,1,00 00 00 B6,00 00 00 00,FF FF 05 03,00 00 00 00,00 00 02 1F,00 00 00 00,03 E7 00 A1,00 00 00 00,,0,,No
Pretty Chest,142,008E,100.00%,10,89.99%,89.99%,100.00%,89.99%,100.00%,120,00 8A 00 00,0,0,2,0,0,1,0,0,0,10,0,0,0,0,600,100,100,100,100,100,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,00 00 00 00,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,3,,,,,,,,,00 00 00 3A,104,1,00 00 00 B6,00 00 00 00,FF FF 05 15,00 00 00 00,00 00 02 1F,00 00 00 00,03 E7 00 A1,00 00 00 00,,0,,No
Treasure,143,008F,100.00%,10,89.99%,89.99%,100.00%,89.99%,100.00%,120,00 8A 00 00,0,0,2,0,0,1,0,0,0,10,0,0,0,0,600,100,100,100,100,100,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,00 00 00 00,1,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,3,,,,,,,,,00 00 00 58,104,1,00 00 00 B6,00 00 00 00,FF FF 05 16,00 00 00 00,00 00 02 1F,00 00 00 00,03 E7 00 A1,00 00 00 00,,0,,No
Little Wooly,144,0090,73.00%,10,109.99%,109.99%,100.00%,100.00%,73.00%,150,00 C8 00 00,0,3,52,8,5,10,2,0,0,10,0,0,208,130,260,100,100,100,100,100,0.00%,100.00%,0.00%,0.00%,100.00%,0.98%,4.98%,00 23 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,,,,,,,,,00 00 00 3F,110,600,00 00 FF F0,00 00 00 00,05 3F 05 3E,00 00 00 00,00 00 02 2E,00 00 00 00,03 E7 00 A1,00 00 00 01,Fur (S),0,100.00%,Yes
Baal,145,0091,120.00%,25,89.99%,100.00%,100.00%,100.00%,159.99%,255,00 8B 00 00,0,255,25000,1225,700,820,25000,4500,3000,30,1700,1200,220,200,160,113,100,100,100,150,100.00%,104.98%,1.98%,9.99%,0.00%,0.98%,70.00%,00 50 31 C7,0,0,0.00%,0.00%,0.00%,0.00%,-25.00%,50.00%,0.00%,0.00%,100.00%,50.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0.00%,0,0,2,Devil Blood,Devil Blood,Great Hammer Shard,Devil Horn,90,80,40,15,00 00 00 59,56,0,00 00 00 00,00 01 02 00,03 49 03 5C,00 00 00 00,00 00 01 A9,00 00 00 00,01 FF 02 D6,00 00 04 00,,0,,No
Black Dragon,146,0092,125.00%,30,84.99%,84.99%,100.00%,95.00%,159.99%,200,00 8C 00 00,0,279,50000,1200,800,1000,40500,6000,5500,15,3000,3800,220,124,165,113,113,100,100,150,100.00%,100.00%,0.00%,29.98%,0.00%,1.98%,70.00%,00 2A 43 8E,0,0,20.00%,20.00%,20.00%,20.00%,-25.00%,150.00%,0.00%,0.00%,99.00%,99.00%,99.00%,99.00%,99.00%,99.00%,100.00%,95.00%,0,0,2,Dragon Fang,Black Scale,,,80,70,,,00 00 00 5A,114,0,00 00 00 00,00 00 01 00,05 75 05 86,00 00 00 00,00 00 02 35,00 00 00 00,01 FF 03 2A,00 00 04 00,,0,,No
Guardian,147,0093,120.00%,20,70.00%,70.00%,100.00%,70.00%,150.00%,230,00 8D 00 00,0,249,30000,900,800,1000,27550,5800,5000,30,3050,2350,250,180,229,113,100,150,50,150,100.00%,100.00%,0.00%,39.99%,0.00%,0.98%,95.00%,00 2A 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,0,2,Golem Spirit Stone,,,,60,,,,00 00 00 5B,112,0,00 00 00 00,00 02 00 00,05 53 05 64,00 00 00 00,00 00 02 31,00 00 00 00,01 FF 02 D6,04 00 00 00,,0,,No
Death Orc,148,0094,100.00%,10,89.99%,100.00%,100.00%,100.00%,100.00%,150,00 0B 00 00,0,279,50000,1600,600,800,40500,6000,4000,60,3800,3000,290,198,268,113,100,100,100,150,100.00%,125.00%,25.00%,50.00%,0.00%,2.98%,79.98%,00 23 40 00,0,0,0.00%,0.00%,75.00%,-25.00%,0.00%,0.00%,0.00%,0.00%,89.99%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0.00%,0,0,1,Ancient Orc Cloth,,,,80,,,,00 00 00 5C,48,0,00 00 00 00,01 00 00 00,02 F5 03 0B,00 00 00 00,00 00 01 96,00 00 00 00,01 FF 03 2A,00 00 00 04,,0,,No
Soldier,149,0095,98.00%,10,84.99%,125.00%,100.00%,100.00%,95.00%,160,00 0C 00 00,0,0,27,3,0,4,1,1,0,1,2,0,257,0,342,100,100,100,100,100,0.00%,100.00%,0.00%,0.00%,100.00%,1.98%,50.00%,00 25 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,25,1,,,,,,,,,00 00 00 5C,48,350,00 00 71 C0,01 00 00 00,FF FF 06 6E,00 00 00 00,00 00 00 49,00 00 00 00,03 E7 00 A1,00 00 00 00,,0,,No
Onionger,151,0097,200.00%,20,79.98%,100.00%,100.00%,100.00%,200.00%,230,00 0D 00 00,5,229,22500,850,920,700,12000,1820,1650,20,650,740,200,200,180,105,105,100,100,150,79.98%,50.00%,0.00%,0.00%,0.00%,0.98%,9.99%,00 23 40 00,1,0,0.00%,0.00%,50.00%,0.00%,0.00%,9.99%,0.00%,-25.00%,14.99%,14.99%,14.99%,14.99%,14.99%,14.99%,100.00%,50.00%,0,20,1,Onion Seeds,Onion,Ghost Hood,Quality Worn Cloth,100,40,40,120,00 00 00 5D,128,600,00 00 DC 64,01 00 00 00,06 11 06 24,00 00 00 00,00 00 02 62,00 00 00 00,01 FF 02 D6,00 03 00 00,,180,,No
Ghost Ray,152,0098,159.99%,10,98.00%,100.00%,100.00%,100.00%,159.99%,240,00 0E 00 00,1,15,720,70,60,30,180,80,45,5,80,55,210,200,160,105,105,100,100,130,50.00%,100.00%,50.00%,50.00%,0.00%,8.98%,25.00%,00 3C 40 00,1,0,0.00%,0.00%,0.00%,0.00%,-100.00%,50.00%,0.00%,-50.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,0,20,1,Ghost Hood,Skull,Stick,Thick Stick,300,3,80,4,00 01 00 5E,101,350,00 00 87 14,01 00 01 00,04 EF 05 02,00 00 00 00,00 00 02 17,04 03 01 01,00 8B 01 2F,00 02 00 00,,300,,No
Spirit,153,0099,95.00%,10,120.00%,109.99%,100.00%,229.98%,95.00%,120,00 0F 00 00,1,10,292,35,45,15,108,58,56,10,42,64,206,234,200,100,105,80,120,90,9.99%,100.00%,0.00%,0.00%,100.00%,0.98%,4.98%,00 23 40 00,1,0,0.00%,0.00%,0.00%,0.00%,-100.00%,200.00%,0.00%,-25.00%,79.98%,79.98%,79.98%,79.98%,79.98%,79.98%,98.00%,50.00%,0,12,1,Magic Crystal,Dark Crystal,,,70,120,,,01 01 00 5F,98,600,00 00 FF F0,00 00 00 00,04 D1 04 EB,00 00 00 00,0A 01 02 09,09 01 08 01,00 8B 01 2F,00 01 00 00,,0,,No
Ant Queen,154,009A,175.00%,18,139.99%,120.00%,109.99%,139.99%,200.00%,140,00 10 00 00,1,194,15000,1000,300,800,14580,2500,977,5,690,940,258,166,175,100,100,100,100,100,95.00%,50.00%,25.00%,0.00%,0.00%,0.98%,29.98%,00 1C 23 8E,0,0,0.00%,0.00%,9.99%,-50.00%,0.00%,0.00%,0.00%,0.00%,20.00%,20.00%,20.00%,79.98%,20.00%,20.00%,20.00%,0.00%,1,25,0,Insect Carapace,Pretty Carapace,Queen's Jaw,Lumber,80,40,80,50,00 00 00 60,67,600,00 00 B1 BC,01 00 00 00,03 B1 03 C2,00 00 00 00,00 00 01 D0,00 00 00 00,01 FF 02 D6,00 00 00 03,Queen's Jaw,0,12.55%,No
King Bee,155,009B,170.00%,18,170.00%,109.99%,100.00%,170.00%,159.99%,160,00 11 00 00,1,159,9500,600,860,250,9800,1420,1200,10,447,898,223,179,166,100,100,100,100,100,95.00%,100.00%,0.00%,0.00%,0.00%,1.98%,29.98%,00 23 40 00,1,1,-50.00%,0.00%,0.00%,9.99%,0.00%,0.00%,0.00%,0.00%,100.00%,25.00%,9.99%,79.98%,9.99%,9.99%,9.99%,0.00%,0,20,0,Insect Carapace,Pretty Carapace,Poison King,Honey,80,60,80,50,00 00 00 61,69,600,00 00 BF F4,01 00 00 00,03 C4 03 D5,00 00 00 00,00 00 01 D4,00 00 00 00,01 FF 02 D6,00 00 00 03,Honey,0,100.00%,No
Heaven's Scissors,156,009C,189.99%,18,102.98%,104.98%,100.00%,100.00%,200.00%,150,00 12 00 00,1,213,9000,950,300,1050,20300,3800,1600,20,2750,600,200,200,200,80,100,210,10,60,95.00%,100.00%,0.00%,0.00%,0.00%,2.98%,29.98%,00 1E 40 00,0,0,0.00%,0.00%,0.00%,0.00%,-50.00%,9.99%,50.00%,0.00%,100.00%,0.00%,0.00%,79.98%,0.00%,0.00%,0.00%,0.00%,0,20,1,Scorpion Tail,Dangerous Scissors,Insect Carapace,Pretty Carapace,160,60,50,40,00 00 00 62,75,300,00 00 78 DC,01 01 00 00,03 FD 04 0D,00 00 00 00,00 00 01 DE,00 00 00 00,01 FF 02 D6,00 00 00 03,Dangerous Scissors,0,12.55%,No
Gaias,157,009D,95.00%,10,120.00%,109.99%,100.00%,229.98%,95.00%,160,00 13 00 00,1,53,1850,192,228,150,774,240,120,10,112,138,200,155,172,100,100,80,120,90,9.99%,100.00%,0.00%,0.00%,100.00%,0.98%,4.98%,00 23 40 00,1,0,9.99%,9.99%,200.00%,-100.00%,0.00%,0.00%,0.00%,0.00%,79.98%,79.98%,79.98%,79.98%,79.98%,79.98%,98.00%,50.00%,0,12,1,Magic Crystal,Earth Crystal,,,80,120,,,01 01 00 63,98,600,00 00 FF F0,00 00 00 00,04 D1 04 ED,00 00 00 00,0B 01 02 09,0D 01 0C 01,01 18 02 1D,00 02 00 00,,0,,No
Master Giant,158,009E,189.99%,22,100.00%,100.00%,100.00%,100.00%,150.00%,215,00 3B 00 00,10,109,9500,518,180,480,3500,720,3,25,340,325,200,120,180,110,90,100,100,140,100.00%,100.00%,0.00%,29.98%,0.00%,4.98%,25.00%,00 4B 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,16,2,Giant's Nail,Giant's Gloves,Hammer Piece,Great Hammer Shard,80,80,120,60,00 01 00 64,65,250,00 00 78 DC,01 02 01 00,03 9E 03 AE,00 00 00 00,00 00 01 CE,01 01 01 01,01 A4 01 5B,00 00 03 00,,200,,No
Sechs Dragon,159,009F,139.99%,30,84.99%,89.99%,100.00%,95.00%,200.00%,200,00 6E 00 00,0,64,12000,400,290,0,1500,480,370,20,0,0,250,240,150,115,120,30,30,125,100.00%,100.00%,0.00%,29.98%,0.00%,1.98%,39.99%,00 23 43 8E,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0,0,2,,,,,,,,,00 00 00 65,114,0,00 00 00 00,00 00 01 00,05 75 05 87,00 00 00 00,00 00 02 35,02 02 01 01,01 A4 01 5B,00 00 02 00,,0,,No
Palm Cat,160,00A0,100.00%,10,100.00%,120.00%,100.00%,95.00%,100.00%,170,00 15 00 00,10,28,708,131,70,100,210,158,20,20,95,62,155,120,140,100,100,120,80,100,29.98%,100.00%,0.00%,29.98%,75.00%,4.98%,0.00%,00 23 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,20.00%,50.00%,50.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0,4,2,Palm Claw,Fur,,,150,90,,,00 01 00 66,160,250,00 00 7F F8,00 00 01 00,06 5C 06 5B,00 00 00 00,00 00 02 78,02 02 01 01,00 AF 00 CF,00 00 01 00,,0,,No
Malm Tiger,161,00A1,100.00%,10,100.00%,129.98%,100.00%,95.00%,100.00%,180,00 16 00 00,10,116,8280,710,205,345,5900,788,360,20,520,350,200,120,200,100,100,100,100,100,50.00%,100.00%,0.00%,29.98%,0.00%,6.98%,0.00%,00 23 40 00,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,20.00%,50.00%,50.00%,20.00%,0.00%,0.00%,0.00%,0.00%,0,2,2,Malm Claw,Fur,Quality Fur,,100,50,80,,00 01 00 8A,160,250,00 00 7F F8,00 00 01 00,06 5C 06 6C,00 00 00 00,00 00 02 78,02 02 01 01,01 C0 01 44,00 00 03 00,,0,,No
Hover Soldier,162,00A2,100.00%,8,84.99%,100.00%,100.00%,95.00%,100.00%,140,00 17 00 00,0,79,3200,280,280,300,1700,352,352,20,348,202,192,182,214,100,100,110,96,100,99.00%,100.00%,0.00%,50.00%,0.00%,0.98%,25.00%,00 1E 23 8E,0,0,0.00%,0.00%,9.99%,-100.00%,0.00%,0.00%,0.00%,-100.00%,100.00%,50.00%,98.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,3,Cheap Propeller,Quality Propeller,Iron,Gold,150,2,50,1,00 01 00 67,162,0,00 00 00 00,00 00 01 00,06 4B 06 4A,00 00 00 00,00 00 02 72,02 02 01 01,01 67 02 92,01 00 00 00,,0,,No
Hover Warrior,163,00A3,120.00%,12,84.99%,120.00%,100.00%,95.00%,120.00%,160,00 1D 00 00,0,94,5800,370,350,300,3600,434,392,20,400,350,196,173,230,100,100,112,95,105,99.00%,100.00%,0.00%,50.00%,0.00%,1.98%,50.00%,00 1E 23 8E,0,0,0.00%,0.00%,25.00%,-50.00%,0.00%,0.00%,0.00%,-100.00%,100.00%,50.00%,98.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,3,Quality Propeller,Cheap Propeller,Iron,Gold,60,100,50,18,00 01 00 67,162,0,00 00 00 00,00 00 01 00,06 4B 06 5A,00 00 00 00,00 00 02 72,02 02 01 01,01 A4 01 5B,02 00 00 00,,0,,No
Gasham,164,00A4,100.00%,20,84.99%,79.98%,100.00%,150.00%,120.00%,200,00 1E 00 00,0,97,7000,380,270,400,4000,620,448,20,424,298,240,193,266,100,100,110,90,110,99.00%,100.00%,0.00%,50.00%,0.00%,1.98%,50.00%,00 28 4E 38,0,0,0.00%,0.00%,9.99%,-100.00%,0.00%,0.00%,0.00%,-100.00%,100.00%,50.00%,98.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,3,Rusty Screw,Shiny Screw,,,150,1,,,00 01 00 68,164,0,00 00 00 00,00 00 01 00,06 38 06 37,00 00 00 00,00 00 02 6A,02 02 01 01,01 A4 01 5B,02 00 00 00,,0,,No
Ruffled Vine,166,00A6,79.98%,10,84.99%,84.99%,100.00%,95.00%,50.00%,200,00 9E 00 00,0,38,1111,150,150,100,10,1,1,20,75,5,150,150,250,100,100,100,100,100,100.00%,100.00%,0.00%,50.00%,0.00%,0.98%,50.00%,00 23 40 00,0,0,0.00%,0.00%,9.99%,0.00%,0.00%,0.00%,0.00%,-25.00%,100.00%,50.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,3,Plant Stem,Root,,,40,20,,,00 01 00 69,166,0,00 00 00 00,00 00 01 00,00 F1 00 F0,00 00 00 00,00 00 00 E6,02 02 01 01,03 E7 01 E6,00 00 00 00,,0,,No
Ruffled Horsetail,167,00A7,75.00%,10,84.99%,84.99%,100.00%,95.00%,50.00%,200,00 9F 00 00,0,38,2222,150,150,100,10,1,300,20,5,75,150,150,100,100,100,100,100,100,100.00%,100.00%,0.00%,50.00%,0.00%,0.98%,50.00%,00 23 40 00,0,0,0.00%,0.00%,9.99%,0.00%,0.00%,0.00%,0.00%,-25.00%,100.00%,50.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,3,Plant Stem,Root,,,40,20,,,00 01 00 69,166,0,00 00 00 00,00 00 01 00,01 00 00 FF,00 00 00 00,00 00 00 E7,02 02 01 01,03 E7 01 E6,00 00 00 00,,0,,No
Ruffled Flower,168,00A8,100.00%,10,84.99%,84.99%,100.00%,95.00%,50.00%,200,00 A0 00 00,0,38,999,150,150,100,10,1,1,20,60,150,150,150,250,100,100,100,100,100,100.00%,100.00%,0.00%,50.00%,0.00%,0.98%,50.00%,00 23 40 00,0,0,0.00%,0.00%,9.99%,0.00%,0.00%,0.00%,0.00%,-25.00%,100.00%,50.00%,100.00%,100.00%,100.00%,100.00%,100.00%,50.00%,0,0,3,Plant Stem,Root,,,40,20,,,00 01 00 69,166,0,00 00 00 00,00 00 01 00,01 0F 01 0E,00 00 00 00,00 00 00 E9,02 02 01 01,03 E7 01 E6,00 00 00 00,,0,,No
Red,169,00A9,100.00%,10,100.00%,120.00%,100.00%,95.00%,100.00%,160,00 21 00 00,10,64,3000,250,260,180,1000,50,40,20,100,200,226,226,156,115,100,100,90,140,50.00%,100.00%,0.00%,29.98%,0.00%,6.98%,0.00%,00 23 40 00,0,0,125.00%,-10.01%,0.00%,0.00%,0.00%,0.00%,0.00%,75.00%,50.00%,50.00%,50.00%,50.00%,25.00%,25.00%,25.00%,25.00%,0,1,2,Red Core,Fire Crystal,,,100,100,,,00 00 00 6A,169,250,00 00 7F F8,00 00 01 00,06 71 06 70,00 00 00 00,00 00 02 7C,02 02 01 01,00 AF 00 CF,00 05 00 00,,0,,No
